07:22:54.298 -> Time[s],T_wall[degC], RH_wall[%], T_A[degC], T_B[degC], T_C[degC], T_D[degC] 
08:25:33.950 -> 68.48, 32.17, 26.00, 26.87, 28.31, 29.87, 
08:25:36.814 -> 68.45, 32.14, 26.00, 26.87, 28.31, 29.87, 
08:25:39.669 -> 68.45, 32.15, 26.00, 26.87, 28.31, 29.87, 
08:25:42.487 -> 68.45, 32.14, 26.00, 26.87, 28.31, 29.87, 
08:25:45.375 -> 68.45, 32.15, 26.00, 26.87, 28.25, 29.87, 
08:25:48.201 -> 68.42, 32.13, 26.00, 26.87, 28.25, 29.81, 
08:25:51.064 -> 68.40, 32.14, 26.00, 26.87, 28.25, 29.81, 
08:25:53.888 -> 68.42, 32.14, 26.00, 26.81, 28.25, 29.81, 
08:25:56.766 -> 68.40, 32.13, 26.00, 26.81, 28.25, 29.81, 
08:25:59.628 -> 68.40, 32.13, 26.00, 26.81, 28.25, 29.81, 
08:26:02.431 -> 68.40, 32.11, 26.00, 26.87, 28.25, 29.81, 
08:26:05.278 -> 68.38, 32.13, 26.00, 26.81, 28.25, 29.81, 
08:26:08.142 -> 68.37, 32.10, 26.00, 26.81, 28.25, 29.81, 
08:26:11.008 -> 68.38, 32.14, 26.00, 26.81, 28.25, 29.75, 
08:26:13.861 -> 68.38, 32.11, 26.00, 26.81, 28.25, 29.75, 
08:26:16.691 -> 68.36, 32.13, 26.00, 26.87, 28.19, 29.75, 
08:26:19.519 -> 68.34, 32.10, 26.00, 26.81, 28.25, 29.75, 
08:26:22.378 -> 68.33, 32.13, 26.00, 26.81, 28.19, 29.75, 
08:26:25.253 -> 68.34, 32.08, 26.00, 26.81, 28.19, 29.75, 
08:26:28.104 -> 68.31, 32.11, 26.00, 26.81, 28.19, 29.69, 
08:26:30.915 -> 68.32, 32.07, 26.00, 26.81, 28.19, 29.75, 
08:26:33.786 -> 68.28, 32.13, 26.00, 26.81, 28.19, 29.69, 
08:26:36.645 -> 68.31, 32.24, 26.00, 26.81, 28.19, 29.69, 
08:26:39.463 -> 67.80, 33.58, 26.00, 26.81, 28.19, 29.69, 
08:26:42.328 -> 68.25, 32.73, 26.00, 26.81, 28.19, 29.69, 
08:26:45.178 -> 68.26, 32.13, 26.00, 26.81, 28.19, 29.69, 
08:26:48.034 -> 68.30, 32.07, 26.00, 26.81, 28.12, 29.69, 
08:26:50.900 -> 68.25, 32.08, 26.00, 26.81, 28.12, 29.69, 
08:26:53.712 -> 68.27, 32.20, 26.00, 26.81, 28.12, 29.69, 
08:26:56.585 -> 68.26, 32.11, 26.00, 26.81, 28.12, 29.69, 
08:26:59.404 -> 68.26, 32.13, 26.00, 26.75, 28.12, 29.69, 
08:27:02.274 -> 68.22, 32.08, 26.00, 26.81, 28.12, 29.69, 
08:27:05.124 -> 68.25, 32.07, 26.00, 26.81, 28.12, 29.62, 
08:27:07.985 -> 68.20, 32.07, 26.00, 26.81, 28.12, 29.62, 
08:27:10.839 -> 68.22, 32.07, 26.00, 26.75, 28.12, 29.62, 
08:27:13.651 -> 68.20, 32.04, 26.00, 26.75, 28.12, 29.62, 
08:27:16.499 -> 68.20, 32.08, 26.00, 26.81, 28.12, 29.62, 
08:27:19.363 -> 68.20, 32.04, 26.00, 26.75, 28.12, 29.62, 
08:27:22.219 -> 68.17, 32.08, 26.00, 26.81, 28.12, 29.62, 
08:27:25.067 -> 68.17, 32.04, 26.00, 26.81, 28.06, 29.62, 
08:27:27.931 -> 68.17, 32.07, 26.00, 26.81, 28.12, 29.62, 
08:27:30.777 -> 68.17, 32.04, 26.00, 26.75, 28.12, 29.62, 
08:27:33.603 -> 68.12, 32.08, 26.00, 26.81, 28.06, 29.62, 
08:27:36.457 -> 68.17, 32.07, 26.00, 26.81, 28.06, 29.56, 
08:27:39.291 -> 68.12, 32.04, 26.00, 26.75, 28.06, 29.56, 
08:27:42.154 -> 68.12, 32.07, 26.00, 26.75, 28.06, 29.56, 
08:27:44.985 -> 68.08, 32.10, 26.00, 26.75, 28.06, 29.56, 
08:27:47.846 -> 68.11, 32.08, 26.00, 26.75, 28.06, 29.56, 
08:27:50.688 -> 68.07, 32.00, 26.00, 26.75, 28.06, 29.56, 
08:27:53.547 -> 68.08, 32.06, 26.00, 26.75, 28.06, 29.56, 
08:27:56.402 -> 68.07, 32.00, 26.00, 26.75, 28.06, 29.56, 
08:27:59.246 -> 68.06, 31.94, 26.00, 26.75, 28.06, 29.50, 
08:28:02.119 -> 68.03, 31.89, 26.00, 26.75, 28.06, 29.56, 
08:28:04.938 -> 68.03, 31.93, 26.00, 26.75, 28.00, 29.50, 
08:28:07.819 -> 68.00, 31.90, 26.00, 26.75, 28.06, 29.50, 
08:28:10.625 -> 68.01, 31.92, 26.00, 26.75, 28.00, 29.50, 
08:28:13.501 -> 68.00, 31.90, 26.00, 26.75, 28.00, 29.50, 
08:28:16.333 -> 67.96, 31.92, 26.00, 26.75, 28.06, 29.50, 
08:28:19.187 -> 67.92, 31.90, 26.00, 26.75, 28.00, 29.50, 
08:28:22.039 -> 67.96, 31.89, 26.00, 26.75, 28.00, 29.50, 
08:28:24.900 -> 67.92, 31.90, 26.00, 26.75, 28.00, 29.50, 
08:28:27.746 -> 67.94, 31.87, 26.00, 26.75, 28.00, 29.50, 
08:28:30.563 -> 67.91, 31.93, 26.00, 26.75, 28.00, 29.50, 
08:28:33.435 -> 67.89, 31.89, 26.00, 26.75, 28.00, 29.50, 
08:28:36.301 -> 67.87, 31.90, 26.00, 26.75, 28.00, 29.50, 
08:28:39.141 -> 67.86, 31.86, 26.00, 26.75, 28.00, 29.50, 
08:28:41.970 -> 67.85, 31.90, 26.00, 26.75, 28.00, 29.50, 
08:28:44.847 -> 67.86, 31.87, 26.00, 26.75, 28.00, 29.50, 
08:28:47.665 -> 67.82, 31.87, 26.00, 26.75, 28.00, 29.44, 
08:28:50.524 -> 67.80, 31.89, 26.00, 26.75, 28.00, 29.44, 
08:28:53.392 -> 67.80, 31.86, 26.00, 26.75, 28.00, 29.44, 
08:28:56.224 -> 67.76, 31.90, 26.00, 26.69, 28.00, 29.44, 
08:28:59.053 -> 67.77, 31.86, 26.00, 26.75, 28.00, 29.44, 
08:29:01.913 -> 67.75, 31.87, 26.00, 26.69, 28.00, 29.44, 
08:29:04.779 -> 67.72, 31.85, 26.00, 26.75, 27.94, 29.44, 
08:29:07.615 -> 67.69, 31.90, 26.00, 26.75, 28.00, 29.44, 
08:29:10.446 -> 67.69, 31.83, 26.00, 26.75, 27.94, 29.44, 
08:29:13.299 -> 67.66, 31.90, 26.00, 26.69, 27.94, 29.44, 
08:29:16.160 -> 67.67, 31.85, 26.00, 26.69, 27.94, 29.44, 
08:29:19.011 -> 67.65, 31.89, 26.00, 26.69, 28.00, 29.44, 
08:29:21.885 -> 67.64, 31.83, 26.00, 26.75, 27.94, 29.44, 
08:29:24.700 -> 67.62, 31.87, 26.00, 26.69, 27.94, 29.44, 
08:29:27.570 -> 67.61, 31.82, 26.00, 26.75, 27.94, 29.44, 
08:29:30.428 -> 67.58, 31.87, 26.00, 26.75, 27.94, 29.44, 
08:29:33.242 -> 67.56, 31.82, 26.00, 26.69, 27.94, 29.44, 
08:29:36.122 -> 67.58, 31.86, 26.00, 26.75, 27.94, 29.44, 
08:29:38.937 -> 67.54, 31.83, 26.00, 26.75, 27.94, 29.37, 
08:29:41.814 -> 67.53, 31.86, 26.00, 26.75, 27.94, 29.37, 
08:29:44.647 -> 67.52, 31.83, 26.00, 26.75, 27.94, 29.37, 
08:29:47.518 -> 67.51, 31.85, 26.00, 26.75, 27.94, 29.37, 
08:29:50.335 -> 67.47, 31.82, 26.00, 26.69, 27.87, 29.37, 
08:29:53.219 -> 67.47, 31.83, 26.00, 26.69, 27.87, 29.37, 
08:29:56.034 -> 67.45, 31.82, 26.00, 26.69, 27.94, 29.37, 
08:29:58.906 -> 67.45, 31.83, 26.00, 26.75, 27.94, 29.37, 
08:30:01.768 -> 67.42, 31.80, 26.00, 26.69, 27.87, 29.37, 
08:30:04.584 -> 67.40, 31.80, 26.00, 26.69, 27.87, 29.37, 
08:30:07.436 -> 67.40, 31.82, 26.00, 26.69, 27.94, 29.37, 
08:30:10.287 -> 67.37, 31.80, 26.00, 26.69, 27.94, 29.37, 
08:30:13.143 -> 67.35, 31.82, 26.00, 26.69, 27.94, 29.31, 
08:30:15.970 -> 67.35, 31.79, 26.00, 26.69, 27.87, 29.31, 
08:30:18.850 -> 67.32, 31.80, 26.00, 26.69, 27.94, 29.31, 
08:30:21.675 -> 67.30, 31.78, 26.00, 26.69, 27.87, 29.31, 
08:30:24.524 -> 67.31, 31.80, 26.00, 26.69, 27.87, 29.31, 
08:30:27.368 -> 67.31, 31.80, 26.00, 26.69, 27.87, 29.31, 
08:30:30.253 -> 67.28, 31.79, 26.00, 26.69, 27.87, 29.31, 
08:30:33.077 -> 67.27, 31.79, 26.00, 26.69, 27.87, 29.31, 
08:30:35.932 -> 67.23, 31.78, 26.00, 26.69, 27.87, 29.31, 
08:30:38.790 -> 67.23, 31.78, 26.00, 26.69, 27.87, 29.31, 
08:30:41.616 -> 67.23, 31.78, 26.00, 26.69, 27.87, 29.31, 
08:30:44.483 -> 67.21, 31.78, 26.00, 26.69, 27.87, 29.31, 
08:30:47.347 -> 67.18, 31.76, 26.00, 26.69, 27.87, 29.25, 
08:30:50.177 -> 67.20, 31.80, 26.00, 26.69, 27.87, 29.25, 
08:30:53.028 -> 67.16, 31.76, 26.00, 26.69, 27.87, 29.25, 
08:30:55.898 -> 67.14, 31.76, 26.00, 26.69, 27.81, 29.25, 
08:30:58.719 -> 67.11, 31.75, 26.00, 26.69, 27.87, 29.25, 
08:31:01.577 -> 67.11, 31.75, 26.00, 26.69, 27.87, 29.25, 
08:31:04.432 -> 67.10, 31.78, 26.00, 26.62, 27.87, 29.25, 
08:31:07.262 -> 67.09, 31.75, 26.00, 26.69, 27.81, 29.25, 
08:31:10.117 -> 67.07, 31.78, 26.00, 26.69, 27.87, 29.25, 
08:31:12.983 -> 67.06, 31.75, 26.00, 26.62, 27.87, 29.25, 
08:31:15.802 -> 67.04, 31.75, 26.00, 26.69, 27.87, 29.25, 
08:31:18.681 -> 67.01, 31.75, 26.00, 26.69, 27.81, 29.25, 
08:31:21.502 -> 67.01, 31.73, 26.00, 26.69, 27.87, 29.19, 
08:31:24.342 -> 67.00, 31.76, 26.00, 26.69, 27.81, 29.19, 
08:31:27.238 -> 67.00, 31.75, 26.00, 26.69, 27.87, 29.19, 
08:31:30.047 -> 66.97, 31.76, 26.00, 26.69, 27.81, 29.19, 
08:31:32.916 -> 66.95, 31.76, 26.00, 26.69, 27.81, 29.19, 
08:31:35.757 -> 66.81, 31.68, 26.00, 26.69, 27.81, 29.19, 
08:31:38.616 -> 66.68, 31.62, 26.00, 26.75, 27.81, 29.12, 
08:31:41.453 -> 66.60, 31.52, 26.00, 26.75, 27.81, 29.19, 
08:31:44.281 -> 66.51, 31.43, 26.00, 26.81, 27.75, 29.25, 
08:31:47.161 -> 66.49, 31.30, 26.50, 26.81, 27.87, 29.25, 
08:31:50.018 -> 66.49, 31.18, 26.50, 26.75, 28.00, 29.37, 
08:31:52.829 -> 66.51, 31.09, 26.50, 26.75, 28.12, 29.37, 
08:31:55.671 -> 66.57, 30.95, 26.50, 26.75, 28.37, 29.44, 
08:31:58.548 -> 66.53, 30.77, 27.00, 26.75, 28.50, 29.62, 
08:32:01.385 -> 66.55, 30.62, 27.00, 26.75, 28.69, 29.87, 
08:32:04.223 -> 66.54, 30.56, 27.00, 26.75, 28.81, 30.12, 
08:32:07.100 -> 66.56, 30.56, 27.00, 26.75, 28.81, 30.44, 
08:32:09.937 -> 66.55, 30.46, 27.00, 26.75, 28.94, 30.69, 
08:32:12.791 -> 66.56, 30.48, 27.00, 26.75, 29.06, 30.94, 
08:32:15.642 -> 66.55, 30.42, 27.00, 26.75, 29.25, 31.19, 
08:32:18.479 -> 66.51, 30.39, 27.00, 26.75, 29.37, 31.37, 
08:32:21.345 -> 66.45, 30.38, 27.00, 26.75, 29.56, 31.56, 
08:32:24.170 -> 66.38, 30.28, 27.50, 26.75, 29.75, 31.75, 
08:32:27.012 -> 66.31, 30.31, 27.50, 26.75, 29.87, 32.00, 
08:32:29.888 -> 66.20, 30.27, 27.50, 26.75, 30.06, 32.19, 
08:32:32.746 -> 66.06, 30.24, 27.50, 26.75, 30.25, 32.38, 
08:32:35.571 -> 65.93, 30.25, 27.50, 26.81, 30.37, 32.63, 
08:32:38.421 -> 65.79, 30.18, 27.50, 26.81, 30.56, 32.88, 
08:32:41.287 -> 65.60, 30.21, 27.50, 26.81, 30.75, 33.06, 
08:32:44.090 -> 65.40, 30.17, 27.50, 26.81, 30.87, 33.31, 
08:32:46.963 -> 65.18, 30.17, 27.50, 26.81, 31.00, 33.56, 
08:32:49.793 -> 64.91, 30.15, 27.50, 26.81, 31.19, 33.88, 
08:32:52.646 -> 64.65, 30.13, 27.50, 26.81, 31.37, 34.13, 
08:32:55.508 -> 64.38, 30.15, 27.50, 26.81, 31.50, 34.38, 
08:32:58.367 -> 64.11, 30.10, 27.50, 26.87, 31.69, 34.63, 
08:33:01.200 -> 63.85, 30.10, 27.50, 26.87, 31.87, 34.94, 
08:33:04.026 -> 63.60, 30.11, 27.50, 26.87, 32.06, 35.19, 
08:33:06.876 -> 63.33, 30.06, 27.50, 26.87, 32.19, 35.44, 
08:33:09.739 -> 63.11, 30.13, 27.50, 26.87, 32.31, 35.69, 
08:33:12.592 -> 62.94, 30.08, 27.50, 26.87, 32.44, 36.00, 
08:33:15.452 -> 62.80, 30.11, 27.50, 26.87, 32.63, 36.25, 
08:33:18.267 -> 62.75, 30.14, 27.50, 26.87, 32.69, 36.56, 
08:33:21.152 -> 62.61, 30.20, 27.50, 26.87, 32.81, 36.81, 
08:33:23.960 -> 62.49, 30.25, 27.00, 26.87, 33.00, 37.13, 
08:33:26.817 -> 62.37, 30.31, 27.50, 26.87, 33.19, 37.38, 
08:33:29.681 -> 62.20, 30.43, 27.50, 26.87, 33.44, 37.69, 
08:33:32.516 -> 62.05, 30.45, 27.50, 26.87, 33.63, 37.94, 
08:33:35.386 -> 61.87, 30.52, 27.50, 26.94, 33.94, 38.19, 
08:33:38.236 -> 61.68, 30.59, 27.50, 27.00, 34.25, 38.44, 
08:33:41.051 -> 61.46, 30.70, 28.00, 27.00, 34.56, 38.75, 
08:33:43.911 -> 61.19, 30.83, 28.00, 27.12, 34.88, 38.94, 
08:33:46.766 -> 60.98, 30.88, 28.50, 27.25, 35.19, 39.19, 
08:33:49.627 -> 60.71, 30.98, 28.50, 27.37, 35.50, 39.44, 
08:33:52.473 -> 60.48, 31.07, 28.50, 27.50, 35.81, 39.69, 
08:33:55.287 -> 60.29, 31.09, 28.50, 27.62, 36.06, 39.94, 
08:33:58.140 -> 60.13, 31.16, 28.50, 27.81, 36.25, 40.19, 
08:34:01.007 -> 59.94, 31.22, 28.50, 27.94, 36.50, 40.44, 
08:34:03.822 -> 59.83, 31.25, 28.50, 28.12, 36.69, 40.69, 
08:34:06.703 -> 59.67, 31.34, 28.50, 28.25, 36.88, 41.00, 
08:34:09.519 -> 59.58, 31.37, 28.50, 28.37, 37.06, 41.25, 
08:34:12.391 -> 59.46, 31.43, 28.50, 28.50, 37.19, 41.44, 
08:34:15.222 -> 59.35, 31.48, 28.50, 28.62, 37.25, 41.75, 
08:34:18.088 -> 59.29, 31.54, 28.50, 28.75, 37.38, 41.94, 
08:34:20.930 -> 59.19, 31.64, 28.50, 28.81, 37.50, 42.19, 
08:34:23.757 -> 59.11, 31.66, 28.50, 28.94, 37.63, 42.44, 
08:34:26.594 -> 59.05, 31.72, 28.50, 29.00, 37.69, 42.69, 
08:34:29.457 -> 58.99, 31.80, 28.50, 29.06, 37.81, 42.94, 
08:34:32.319 -> 58.94, 31.83, 29.00, 29.12, 37.88, 43.13, 
08:34:35.126 -> 58.85, 31.92, 29.00, 29.19, 38.00, 43.38, 
08:34:37.975 -> 58.81, 31.97, 29.00, 29.25, 38.13, 43.56, 
08:34:40.825 -> 58.77, 32.01, 29.00, 29.31, 38.19, 43.81, 
08:34:43.694 -> 58.72, 32.11, 29.00, 29.37, 38.25, 44.00, 
08:34:46.509 -> 58.68, 32.20, 29.00, 29.44, 38.31, 44.19, 
08:34:49.372 -> 58.66, 32.24, 29.00, 29.50, 38.38, 44.38, 
08:34:52.243 -> 58.60, 32.35, 29.00, 29.56, 38.44, 44.56, 
08:34:55.080 -> 58.56, 32.41, 29.00, 29.69, 38.50, 44.75, 
08:34:57.899 -> 58.53, 32.49, 29.00, 29.81, 38.69, 44.94, 
08:35:00.760 -> 58.48, 32.59, 29.00, 29.94, 38.81, 45.13, 
08:35:03.608 -> 58.41, 32.65, 29.00, 30.00, 38.94, 45.31, 
08:35:06.461 -> 58.33, 32.77, 29.00, 30.12, 39.06, 45.50, 
08:35:09.282 -> 58.25, 32.89, 29.00, 30.31, 39.25, 45.75, 
08:35:12.141 -> 58.18, 32.95, 29.00, 30.44, 39.44, 45.94, 
08:35:14.993 -> 58.13, 33.09, 29.00, 30.56, 39.56, 46.06, 
08:35:17.843 -> 58.05, 33.19, 29.50, 30.69, 39.81, 46.25, 
08:35:20.676 -> 57.99, 33.26, 29.50, 30.81, 39.94, 46.44, 
08:35:23.533 -> 57.86, 33.40, 29.50, 30.94, 40.13, 46.63, 
08:35:26.395 -> 57.78, 33.50, 29.50, 31.06, 40.38, 46.81, 
08:35:29.227 -> 57.68, 33.55, 29.50, 31.12, 40.56, 47.00, 
08:35:32.053 -> 57.57, 33.68, 29.50, 31.25, 40.81, 47.19, 
08:35:34.916 -> 57.41, 33.80, 29.50, 31.31, 41.00, 47.31, 
08:35:37.769 -> 57.31, 33.85, 29.50, 31.37, 41.25, 47.50, 
08:35:40.581 -> 57.17, 33.97, 29.50, 31.44, 41.38, 47.63, 
08:35:43.435 -> 57.05, 34.09, 30.00, 31.44, 41.63, 47.81, 
08:35:46.300 -> 56.94, 34.17, 30.00, 31.50, 41.75, 48.06, 
08:35:49.158 -> 56.81, 34.25, 30.00, 31.56, 41.94, 48.19, 
08:35:51.770 -> 56.67, 34.38, 30.00, 31.56, 42.13, 48.38, 
08:35:54.586 -> 56.57, 34.44, 30.00, 31.56, 42.25, 48.50, 
08:35:57.437 -> 56.42, 34.56, 30.00, 31.56, 42.44, 48.69, 
08:36:00.311 -> 56.33, 34.69, 30.50, 31.56, 42.56, 48.88, 
08:36:03.144 -> 56.29, 34.83, 30.50, 31.62, 42.81, 49.13, 
08:36:06.007 -> 56.22, 35.05, 30.50, 31.62, 43.00, 49.31, 
08:36:08.820 -> 56.14, 35.29, 30.50, 31.62, 43.13, 49.50, 
08:36:11.700 -> 56.00, 35.51, 30.50, 31.62, 43.25, 49.75, 
08:36:14.516 -> 55.79, 35.72, 30.50, 31.62, 43.44, 50.00, 
08:36:17.376 -> 54.80, 35.99, 31.00, 31.69, 43.63, 50.19, 
08:36:20.201 -> 54.00, 36.38, 31.00, 31.69, 43.81, 50.44, 
08:36:23.052 -> 53.00, 36.67, 31.50, 31.75, 44.06, 50.69, 
08:36:25.905 -> 52.24, 37.13, 31.50, 31.81, 44.44, 50.88, 
08:36:28.767 -> 51.54, 37.58, 32.00, 31.94, 44.75, 51.13, 
08:36:31.582 -> 50.97, 37.78, 32.50, 32.13, 45.13, 51.38, 
08:36:34.445 -> 50.50, 37.92, 33.00, 32.38, 45.50, 51.56, 
08:36:37.299 -> 50.01, 38.11, 33.00, 32.63, 45.88, 51.88, 
08:36:40.106 -> 100.00, -3.86, 33.50, 33.00, 46.31, 52.13, 
08:36:42.994 -> 100.00, 14.67, 34.00, 33.44, 46.69, 52.44, 
08:36:45.814 -> 100.00, -13.77, 34.00, 33.94, 47.06, 52.69, 
08:36:48.683 -> 100.00, -5.48, 34.50, 34.44, 47.44, 52.94, 
08:36:51.497 -> 100.00, 25.22, 34.50, 35.00, 47.81, 53.25, 
08:36:54.074 -> 100.00, -12.39, 35.00, 35.44, 48.19, 53.50, 
08:36:56.932 -> 100.00, -12.19, 35.50, 35.75, 48.56, 53.69, 
08:36:59.755 -> 100.00, 10.38, 35.50, 35.94, 48.94, 53.94, 
08:37:02.606 -> 100.00, 19.37, 36.00, 36.06, 49.25, 54.13, 
08:37:05.441 -> 100.00, -8.67, 36.50, 36.19, 49.56, 54.31, 
08:37:08.302 -> 100.00, -9.70, 36.50, 36.25, 49.81, 54.44, 
08:37:11.132 -> 100.00, 19.98, 37.00, 36.25, 50.06, 54.56, 
08:37:13.980 -> 99.96, 9.48, 37.00, 36.25, 50.25, 54.69, 
08:37:16.856 -> 100.00, -9.42, 37.00, 36.25, 50.38, 54.88, 
08:37:19.671 -> 95.56, -4.43, 37.00, 36.25, 50.50, 55.00, 
08:37:22.532 -> 100.00, 34.90, 37.00, 36.25, 50.50, 55.13, 
08:37:25.391 -> 94.32, -4.20, 37.00, 36.25, 50.44, 55.25, 
08:37:28.201 -> 100.00, -4.69, 37.00, 36.25, 50.38, 55.31, 
08:37:31.063 -> 95.01, 1.11, 37.00, 36.25, 50.19, 55.38, 
08:37:33.925 -> 100.00, 34.59, 37.00, 36.25, 50.00, 55.44, 
08:37:36.731 -> 97.21, -4.34, 37.00, 36.25, 49.75, 55.50, 
08:37:39.595 -> 100.00, -7.19, 37.00, 36.25, 49.44, 55.50, 
08:37:42.438 -> 92.23, 6.45, 37.00, 36.25, 49.19, 55.56, 
08:37:45.253 -> 100.00, 28.90, 37.00, 36.25, 48.94, 55.56, 
08:37:48.107 -> 100.00, -5.36, 36.50, 36.25, 48.69, 55.56, 
08:37:50.968 -> 100.00, -6.38, 36.50, 36.19, 48.50, 55.50, 
08:37:53.825 -> 100.00, 25.99, 36.50, 36.25, 48.31, 55.50, 
08:37:56.633 -> 96.92, 7.85, 36.50, 36.25, 48.13, 55.44, 
08:37:59.495 -> 100.00, -6.11, 36.50, 36.25, 47.94, 55.38, 
