Time1_[s],Voltage_10_A_[V],Shunt_10_A_[V],Voltage_8.2_B_[V],Shunt_8.2_B_[V],Voltage_9.09_C_[V],Shunt_9.09_C_[V],Voltage_4.1_D_[V],Shunt_4.1_D_[V],Voltage_4.1_E_[V],Shunt_4.1_E_[V],Voltage_VarR_[V],Shunt_VarR_[V],Time2_[s],T5_cold_surf_B_[degC],T8_cold_surf_C_[degC],T2_hot_surf_C_[degC],T4_hot_surf_A_[degC],T3_hot_in_TEGs_[degC],T6_hot_surf_B_[degC],T7_cold_surf_A_[degC],T1_cold_in_TEGs_[degC],Current_A_[A],Power_A_[W],Current_B_[A],Power_B_[W],Current_C_[],Power_C_[],Current_D_[],Power_D_[],Current_E_[],Power_E_[],Current_VarR_[],Power_VarR_[],DT_surf_A_K],DT_surf_B_[],DT_surf_C_[]
7.400,-8.65e-6,0.00022,-0.00035,-0.00028,-0.00040,-0.00029,0.8717,0.1710,1.012,0.1988,0.7928,-0.2510,7.400,18.39,17.56,44.94,47.31,51.54,46.13,18.55,14.48,0.00022,1.88e-9,0.00028,9.90e-8,0.00029,1.15e-7,0.1710,0.1491,0.1988,0.2011,0.2510,0.1990,28.76,27.74,27.39
7.500,-5.76e-6,0.00021,-0.00035,-0.00028,-0.00040,-0.00030,0.8717,0.1710,1.012,0.1988,0.7929,-0.2510,7.500,18.39,17.56,44.94,47.31,51.54,46.13,18.55,14.48,0.00021,1.23e-9,0.00028,9.92e-8,0.00030,1.17e-7,0.1710,0.1491,0.1988,0.2012,0.2510,0.1990,28.76,27.74,27.39
7.600,-4.32e-6,0.00021,-0.00035,-0.00027,-0.00040,-0.00030,0.8718,0.1711,1.012,0.1988,0.7929,-0.2510,7.600,18.39,17.55,44.94,47.31,51.54,46.13,18.55,14.48,0.00021,9.16e-10,0.00027,9.42e-8,0.00030,1.20e-7,0.1711,0.1491,0.1988,0.2012,0.2510,0.1990,28.76,27.74,27.39
7.700,-0.000010,0.00020,-0.00034,-0.00028,-0.00041,-0.00030,0.8718,0.1711,1.012,0.1988,0.7929,-0.2510,7.700,18.39,17.55,44.94,47.31,51.54,46.14,18.55,14.48,0.00020,2.04e-9,0.00028,9.42e-8,0.00030,1.21e-7,0.1711,0.1491,0.1988,0.2012,0.2510,0.1990,28.76,27.74,27.39
7.800,-0.000016,0.00021,-0.00034,-0.00029,-0.00041,-0.00030,0.8718,0.1711,1.012,0.1988,0.7929,-0.2510,7.800,18.39,17.55,44.95,47.31,51.54,46.14,18.55,14.48,0.00021,3.29e-9,0.00029,9.98e-8,0.00030,1.22e-7,0.1711,0.1491,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.39
7.900,-0.000013,0.00022,-0.00035,-0.00029,-0.00040,-0.00032,0.8718,0.1711,1.012,0.1988,0.7929,-0.2510,7.900,18.39,17.55,44.95,47.31,51.54,46.14,18.55,14.48,0.00022,2.80e-9,0.00029,1.02e-7,0.00032,1.27e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.39
8.000,-0.000014,0.00021,-0.00035,-0.00030,-0.00041,-0.00030,0.8719,0.1711,1.012,0.1988,0.7929,-0.2510,8.000,18.39,17.55,44.95,47.30,51.54,46.14,18.55,14.48,0.00021,3.03e-9,0.00030,1.04e-7,0.00030,1.24e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.40
8.100,-0.000016,0.00021,-0.00035,-0.00028,-0.00041,-0.00030,0.8719,0.1711,1.012,0.1988,0.7929,-0.2510,8.100,18.39,17.55,44.95,47.30,51.54,46.14,18.55,14.47,0.00021,3.31e-9,0.00028,9.98e-8,0.00030,1.21e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.40
8.200,-0.000022,0.00021,-0.00035,-0.00028,-0.00040,-0.00029,0.8719,0.1711,1.012,0.1988,0.7929,-0.2510,8.200,18.39,17.55,44.95,47.30,51.54,46.14,18.55,14.47,0.00021,4.58e-9,0.00028,9.71e-8,0.00029,1.15e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.40
8.300,-0.000012,0.00022,-0.00034,-0.00027,-0.00040,-0.00028,0.8719,0.1711,1.012,0.1988,0.7930,-0.2510,8.300,18.39,17.55,44.95,47.30,51.54,46.14,18.54,14.47,0.00022,2.53e-9,0.00027,9.35e-8,0.00028,1.12e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.75,27.40
8.400,-0.000010,0.00021,-0.00034,-0.00027,-0.00041,-0.00027,0.8720,0.1711,1.012,0.1988,0.7930,-0.2510,8.400,18.39,17.55,44.95,47.30,51.54,46.14,18.54,14.47,0.00021,2.12e-9,0.00027,9.33e-8,0.00027,1.10e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1990,28.76,27.76,27.40
8.500,-0.000012,0.00021,-0.00035,-0.00027,-0.00040,-0.00027,0.8720,0.1711,1.012,0.1988,0.7930,-0.2510,8.500,18.39,17.55,44.95,47.30,51.54,46.14,18.54,14.47,0.00021,2.48e-9,0.00027,9.40e-8,0.00027,1.10e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.76,27.40
8.600,-0.000013,0.00022,-0.00035,-0.00027,-0.00040,-0.00027,0.8720,0.1711,1.012,0.1988,0.7930,-0.2510,8.600,18.39,17.55,44.95,47.30,51.54,46.14,18.54,14.47,0.00022,2.80e-9,0.00027,9.50e-8,0.00027,1.07e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.76,27.40
8.700,-7.21e-6,0.00021,-0.00035,-0.00026,-0.00040,-0.00027,0.8720,0.1711,1.012,0.1988,0.7930,-0.2510,8.700,18.39,17.55,44.95,47.30,51.54,46.15,18.54,14.47,0.00021,1.48e-9,0.00026,9.27e-8,0.00027,1.09e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.76,27.40
8.800,-5.76e-6,0.00021,-0.00035,-0.00027,-0.00042,-0.00028,0.8721,0.1711,1.012,0.1988,0.7930,-0.2510,8.800,18.39,17.55,44.95,47.30,51.54,46.15,18.54,14.47,0.00021,1.21e-9,0.00027,9.41e-8,0.00028,1.18e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.76,27.40
8.900,-0.000010,0.00021,-0.00036,-0.00027,-0.00041,-0.00028,0.8721,0.1711,1.012,0.1988,0.7931,-0.2510,8.900,18.38,17.54,44.95,47.30,51.54,46.15,18.54,14.47,0.00021,2.15e-9,0.00027,9.64e-8,0.00028,1.13e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.76,27.41
9.000,-0.000017,0.00021,-0.00035,-0.00028,-0.00040,-0.00028,0.8721,0.1711,1.012,0.1988,0.7931,-0.2510,9.000,18.38,17.54,44.95,47.30,51.54,46.15,18.54,14.46,0.00021,3.64e-9,0.00028,9.86e-8,0.00028,1.12e-7,0.1711,0.1492,0.1988,0.2012,0.2510,0.1991,28.76,27.77,27.41
9.100,-0.000024,0.00022,-0.00036,-0.00027,-0.00041,-0.00027,0.8721,0.1711,1.012,0.1988,0.7931,-0.2511,9.100,18.38,17.54,44.95,47.30,51.54,46.15,18.54,14.47,0.00022,5.47e-9,0.00027,9.63e-8,0.00027,1.11e-7,0.1711,0.1492,0.1988,0.2012,0.2511,0.1991,28.76,27.77,27.41
9.200,-0.000013,0.00022,-0.00034,-0.00028,-0.00040,-0.00027,0.8721,0.1711,1.012,0.1988,0.7931,-0.2511,9.200,18.38,17.54,44.95,47.30,51.54,46.15,18.54,14.46,0.00022,2.86e-9,0.00028,9.53e-8,0.00027,1.10e-7,0.1711,0.1492,0.1988,0.2012,0.2511,0.1991,28.76,27.77,27.41
9.300,-0.000022,0.00021,-0.00036,-0.00027,-0.00040,-0.00027,0.8721,0.1711,1.012,0.1988,0.7931,-0.2511,9.300,18.38,17.54,44.95,47.30,51.53,46.15,18.54,14.46,0.00021,4.52e-9,0.00027,9.61e-8,0.00027,1.07e-7,0.1711,0.1492,0.1988,0.2012,0.2511,0.1991,28.76,27.77,27.41
9.400,-0.000027,0.00020,-0.00037,-0.00027,-0.00040,-0.00027,0.8721,0.1711,1.012,0.1988,0.7931,-0.2511,9.400,18.38,17.54,44.95,47.30,51.53,46.15,18.54,14.46,0.00020,5.56e-9,0.00027,9.98e-8,0.00027,1.08e-7,0.1711,0.1492,0.1988,0.2012,0.2511,0.1991,28.76,27.77,27.41
9.500,-0.000035,0.00021,-0.00036,-0.00028,-0.00040,-0.00026,0.8723,0.1712,1.012,0.1988,0.7932,-0.2511,9.500,18.38,17.54,44.95,47.30,51.53,46.15,18.54,14.46,0.00021,7.28e-9,0.00028,1.02e-7,0.00026,1.03e-7,0.1712,0.1493,0.1988,0.2011,0.2511,0.1991,28.76,27.77,27.41
9.600,-0.000027,0.00021,-0.00036,-0.00029,-0.00041,-0.00026,0.8726,0.1712,1.012,0.1988,0.7932,-0.2511,9.600,18.38,17.54,44.95,47.30,51.53,46.15,18.54,14.46,0.00021,5.76e-9,0.00029,1.06e-7,0.00026,1.06e-7,0.1712,0.1494,0.1988,0.2011,0.2511,0.1992,28.77,27.78,27.41
9.700,-0.000033,0.00021,-0.00036,-0.00030,-0.00041,-0.00028,0.8730,0.1713,1.012,0.1987,0.7932,-0.2511,9.700,18.38,17.54,44.95,47.30,51.53,46.16,18.54,14.46,0.00021,7.07e-9,0.00030,1.09e-7,0.00028,1.13e-7,0.1713,0.1495,0.1987,0.2011,0.2511,0.1992,28.77,27.78,27.41
9.800,-0.000033,0.00021,-0.00036,-0.00029,-0.00041,-0.00028,0.8733,0.1714,1.012,0.1988,0.7932,-0.2511,9.800,18.38,17.54,44.95,47.30,51.53,46.16,18.53,14.46,0.00021,7.12e-9,0.00029,1.05e-7,0.00028,1.16e-7,0.1714,0.1497,0.1988,0.2011,0.2511,0.1992,28.77,27.78,27.41
9.900,-0.000030,0.00021,-0.00036,-0.00029,-0.00040,-0.00027,0.8737,0.1714,1.012,0.1988,0.7932,-0.2511,9.900,18.38,17.54,44.95,47.30,51.53,46.16,18.53,14.46,0.00021,6.24e-9,0.00029,1.06e-7,0.00027,1.11e-7,0.1714,0.1498,0.1988,0.2012,0.2511,0.1992,28.77,27.78,27.41
10.00,-0.000026,0.00021,-0.00036,-0.00028,-0.00041,-0.00028,0.8741,0.1715,1.012,0.1988,0.7933,-0.2511,10.00,18.38,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00021,5.42e-9,0.00028,1.04e-7,0.00028,1.16e-7,0.1715,0.1499,0.1988,0.2012,0.2511,0.1992,28.77,27.78,27.42
10.10,-0.000026,0.00021,-0.00036,-0.00029,-0.00042,-0.00028,0.8744,0.1716,1.012,0.1988,0.7933,-0.2511,10.10,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00021,5.38e-9,0.00029,1.05e-7,0.00028,1.17e-7,0.1716,0.1500,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.20,-0.000030,0.00021,-0.00037,-0.00029,-0.00042,-0.00029,0.8747,0.1716,1.012,0.1988,0.7933,-0.2511,10.20,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00021,6.37e-9,0.00029,1.06e-7,0.00029,1.19e-7,0.1716,0.1501,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.30,-0.000026,0.00020,-0.00037,-0.00028,-0.00041,-0.00027,0.8750,0.1717,1.012,0.1988,0.7933,-0.2511,10.30,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00020,5.16e-9,0.00028,1.05e-7,0.00027,1.10e-7,0.1717,0.1502,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.40,-0.000020,0.00021,-0.00036,-0.00028,-0.00041,-0.00027,0.8753,0.1718,1.012,0.1988,0.7933,-0.2511,10.40,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00021,4.16e-9,0.00028,1.02e-7,0.00027,1.09e-7,0.1718,0.1503,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.50,-0.000023,0.00022,-0.00037,-0.00029,-0.00041,-0.00027,0.8756,0.1718,1.012,0.1988,0.7933,-0.2511,10.50,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00022,5.02e-9,0.00029,1.06e-7,0.00027,1.08e-7,0.1718,0.1504,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.60,-0.000029,0.00022,-0.00036,-0.00029,-0.00041,-0.00027,0.8759,0.1719,1.012,0.1988,0.7934,-0.2511,10.60,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00022,6.27e-9,0.00029,1.06e-7,0.00027,1.10e-7,0.1719,0.1505,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.70,-0.000030,0.00021,-0.00037,-0.00028,-0.00040,-0.00027,0.8761,0.1719,1.012,0.1988,0.7934,-0.2511,10.70,18.37,17.53,44.95,47.30,51.53,46.16,18.53,14.45,0.00021,6.28e-9,0.00028,1.03e-7,0.00027,1.09e-7,0.1719,0.1506,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.80,-0.000026,0.00020,-0.00036,-0.00026,-0.00041,-0.00027,0.8763,0.1720,1.012,0.1988,0.7934,-0.2511,10.80,18.37,17.53,44.95,47.30,51.53,46.17,18.53,14.45,0.00020,5.27e-9,0.00026,9.18e-8,0.00027,1.10e-7,0.1720,0.1507,0.1988,0.2012,0.2511,0.1992,28.77,27.79,27.42
10.90,-0.000035,0.00019,-0.00036,-0.00026,-0.00041,-0.00027,0.8766,0.1720,1.012,0.1988,0.7934,-0.2511,10.90,18.37,17.53,44.95,47.30,51.53,46.17,18.52,14.45,0.00019,6.68e-9,0.00026,9.12e-8,0.00027,1.10e-7,0.1720,0.1508,0.1988,0.2012,0.2511,0.1992,28.77,27.80,27.42
11.00,-0.000022,0.00019,-0.00037,-0.00025,-0.00041,-0.00027,0.8768,0.1720,1.012,0.1988,0.7934,-0.2511,11.00,18.37,17.52,44.95,47.30,51.53,46.17,18.52,14.44,0.00019,4.05e-9,0.00025,9.23e-8,0.00027,1.12e-7,0.1720,0.1508,0.1988,0.2012,0.2511,0.1993,28.77,27.80,27.42
11.10,-0.000010,0.00018,-0.00036,-0.00025,-0.00041,-0.00027,0.8770,0.1721,1.012,0.1988,0.7934,-0.2511,11.10,18.37,17.52,44.95,47.30,51.53,46.17,18.52,14.44,0.00018,1.82e-9,0.00025,8.82e-8,0.00027,1.13e-7,0.1721,0.1509,0.1988,0.2012,0.2511,0.1993,28.78,27.80,27.43
11.20,-0.000017,0.00017,-0.00036,-0.00024,-0.00040,-0.00027,0.8772,0.1721,1.012,0.1988,0.7934,-0.2511,11.20,18.37,17.52,44.95,47.30,51.53,46.17,18.52,14.44,0.00017,2.99e-9,0.00024,8.70e-8,0.00027,1.09e-7,0.1721,0.1510,0.1988,0.2012,0.2511,0.1993,28.78,27.80,27.42
11.30,-0.000020,0.00018,-0.00036,-0.00025,-0.00040,-0.00027,0.8774,0.1721,1.012,0.1988,0.7934,-0.2511,11.30,18.37,17.52,44.94,47.30,51.53,46.17,18.52,14.44,0.00018,3.61e-9,0.00025,8.88e-8,0.00027,1.10e-7,0.1721,0.1510,0.1988,0.2012,0.2511,0.1993,28.77,27.80,27.42
11.40,-0.000022,0.00020,-0.00036,-0.00025,-0.00040,-0.00028,0.8776,0.1722,1.012,0.1988,0.7934,-0.2511,11.40,18.37,17.52,44.94,47.30,51.53,46.17,18.52,14.44,0.00020,4.36e-9,0.00025,8.93e-8,0.00028,1.13e-7,0.1722,0.1511,0.1988,0.2012,0.2511,0.1993,28.77,27.80,27.42
11.50,-0.000029,0.00022,-0.00035,-0.00024,-0.00040,-0.00028,0.8778,0.1722,1.012,0.1988,0.7935,-0.2512,11.50,18.37,17.52,44.94,47.30,51.53,46.17,18.52,14.44,0.00022,6.27e-9,0.00024,8.69e-8,0.00028,1.13e-7,0.1722,0.1512,0.1988,0.2012,0.2512,0.1993,28.78,27.80,27.43
11.60,-0.000035,0.00022,-0.00035,-0.00024,-0.00040,-0.00028,0.8780,0.1722,1.012,0.1988,0.7935,-0.2512,11.60,18.36,17.52,44.94,47.30,51.53,46.17,18.52,14.44,0.00022,7.58e-9,0.00024,8.54e-8,0.00028,1.09e-7,0.1722,0.1512,0.1988,0.2012,0.2512,0.1993,28.78,27.80,27.42
11.70,-0.000036,0.00022,-0.00035,-0.00027,-0.00041,-0.00028,0.8781,0.1723,1.012,0.1988,0.7935,-0.2512,11.70,18.36,17.52,44.94,47.30,51.52,46.17,18.52,14.44,0.00022,7.79e-9,0.00027,9.30e-8,0.00028,1.12e-7,0.1723,0.1513,0.1988,0.2012,0.2512,0.1993,28.78,27.80,27.43
11.80,-0.000027,0.00022,-0.00036,-0.00028,-0.00039,-0.00029,0.8783,0.1723,1.012,0.1988,0.7935,-0.2512,11.80,18.36,17.51,44.94,47.30,51.52,46.17,18.52,14.44,0.00022,5.92e-9,0.00028,1.03e-7,0.00029,1.11e-7,0.1723,0.1513,0.1988,0.2012,0.2512,0.1993,28.78,27.81,27.43
11.90,-0.000026,0.00021,-0.00035,-0.00028,-0.00038,-0.00029,0.8785,0.1724,1.012,0.1988,0.7935,-0.2512,11.90,18.36,17.51,44.94,47.30,51.52,46.17,18.52,14.44,0.00021,5.50e-9,0.00028,9.73e-8,0.00029,1.10e-7,0.1724,0.1514,0.1988,0.2012,0.2512,0.1993,28.78,27.81,27.43
12.00,-0.000022,0.00021,-0.00035,-0.00026,-0.00038,-0.00028,0.8786,0.1724,1.012,0.1988,0.7935,-0.2512,12.00,18.36,17.51,44.94,47.30,51.52,46.17,18.52,14.43,0.00021,4.58e-9,0.00026,8.91e-8,0.00028,1.06e-7,0.1724,0.1515,0.1988,0.2012,0.2512,0.1993,28.78,27.81,27.43
12.10,-0.000020,0.00021,-0.00036,-0.00025,-0.00039,-0.00027,0.8788,0.1724,1.012,0.1988,0.7935,-0.2511,12.10,18.36,17.51,44.94,47.30,51.52,46.17,18.51,14.43,0.00021,4.22e-9,0.00025,8.91e-8,0.00027,1.07e-7,0.1724,0.1515,0.1988,0.2012,0.2511,0.1993,28.78,27.81,27.43
12.20,-0.000030,0.00022,-0.00036,-0.00025,-0.00039,-0.00028,0.8789,0.1724,1.012,0.1988,0.7935,-0.2511,12.20,18.36,17.51,44.94,47.30,51.52,46.17,18.51,14.43,0.00022,6.54e-9,0.00025,8.87e-8,0.00028,1.10e-7,0.1724,0.1516,0.1988,0.2013,0.2511,0.1993,28.78,27.81,27.43
12.30,-0.000029,0.00021,-0.00037,-0.00025,-0.00041,-0.00028,0.8791,0.1725,1.012,0.1988,0.7935,-0.2511,12.30,18.36,17.51,44.94,47.30,51.52,46.17,18.51,14.43,0.00021,6.06e-9,0.00025,9.06e-8,0.00028,1.16e-7,0.1725,0.1516,0.1988,0.2013,0.2511,0.1993,28.78,27.81,27.43
12.40,-0.000024,0.00022,-0.00037,-0.00025,-0.00041,-0.00028,0.8792,0.1725,1.012,0.1988,0.7935,-0.2512,12.40,18.36,17.51,44.94,47.30,51.52,46.17,18.51,14.43,0.00022,5.37e-9,0.00025,9.38e-8,0.00028,1.15e-7,0.1725,0.1516,0.1988,0.2013,0.2512,0.1993,28.79,27.81,27.43
12.50,-0.000026,0.00021,-0.00036,-0.00025,-0.00040,-0.00028,0.8793,0.1725,1.012,0.1988,0.7935,-0.2512,12.50,18.36,17.51,44.94,47.30,51.52,46.17,18.51,14.43,0.00021,5.42e-9,0.00025,9.19e-8,0.00028,1.12e-7,0.1725,0.1517,0.1988,0.2013,0.2512,0.1994,28.79,27.81,27.43
12.60,-0.000026,0.00022,-0.00034,-0.00026,-0.00040,-0.00028,0.8795,0.1725,1.012,0.1988,0.7936,-0.2513,12.60,18.36,17.51,44.93,47.30,51.52,46.17,18.51,14.43,0.00022,5.61e-9,0.00026,8.64e-8,0.00028,1.13e-7,0.1725,0.1517,0.1988,0.2013,0.2513,0.1994,28.79,27.81,27.43
12.70,-0.000023,0.00021,-0.00033,-0.00025,-0.00040,-0.00028,0.8796,0.1726,1.012,0.1989,0.7936,-0.2513,12.70,18.36,17.51,44.93,47.30,51.52,46.17,18.51,14.43,0.00021,4.88e-9,0.00025,8.28e-8,0.00028,1.15e-7,0.1726,0.1518,0.1989,0.2013,0.2513,0.1994,28.79,27.81,27.43
12.80,-0.000014,0.00022,-0.00033,-0.00025,-0.00040,-0.00028,0.8797,0.1726,1.012,0.1989,0.7936,-0.2513,12.80,18.36,17.50,44.93,47.30,51.52,46.17,18.51,14.43,0.00022,3.12e-9,0.00025,8.16e-8,0.00028,1.10e-7,0.1726,0.1519,0.1989,0.2013,0.2513,0.1994,28.79,27.81,27.43
12.90,-0.000023,0.00021,-0.00031,-0.00026,-0.00038,-0.00027,0.8798,0.1726,1.012,0.1989,0.7936,-0.2512,12.90,18.36,17.50,44.93,47.30,51.52,46.17,18.51,14.43,0.00021,4.95e-9,0.00026,7.91e-8,0.00027,1.03e-7,0.1726,0.1519,0.1989,0.2013,0.2512,0.1994,28.79,27.81,27.43
13.00,-0.000019,0.00021,-0.00030,-0.00025,-0.00037,-0.00027,0.8800,0.1726,1.012,0.1989,0.7936,-0.2512,13.00,18.36,17.50,44.93,47.30,51.52,46.17,18.51,14.43,0.00021,3.94e-9,0.00025,7.53e-8,0.00027,9.91e-8,0.1726,0.1519,0.1989,0.2013,0.2512,0.1993,28.79,27.81,27.43
13.10,-0.000033,0.00022,-0.00029,-0.00027,-0.00037,-0.00027,0.8801,0.1727,1.012,0.1989,0.7935,-0.2512,13.10,18.35,17.50,44.93,47.30,51.52,46.17,18.50,14.42,0.00022,7.40e-9,0.00027,7.80e-8,0.00027,1.00e-7,0.1727,0.1520,0.1989,0.2014,0.2512,0.1993,28.79,27.81,27.43
13.20,-0.000033,0.00021,-0.00030,-0.00027,-0.00038,-0.00027,0.8802,0.1727,1.012,0.1989,0.7936,-0.2512,13.20,18.35,17.50,44.93,47.30,51.52,46.17,18.50,14.42,0.00021,6.97e-9,0.00027,8.16e-8,0.00027,1.02e-7,0.1727,0.1520,0.1989,0.2014,0.2512,0.1993,28.79,27.81,27.43
13.30,-0.000027,0.00021,-0.00032,-0.00026,-0.00038,-0.00026,0.8803,0.1727,1.013,0.1989,0.7936,-0.2512,13.30,18.35,17.50,44.93,47.30,51.51,46.17,18.50,14.42,0.00021,5.72e-9,0.00026,8.44e-8,0.00026,9.94e-8,0.1727,0.1521,0.1989,0.2014,0.2512,0.1993,28.79,27.81,27.43
13.40,-0.000027,0.00022,-0.00033,-0.00027,-0.00039,-0.00026,0.8804,0.1728,1.013,0.1989,0.7936,-0.2512,13.40,18.35,17.50,44.93,47.30,51.52,46.17,18.50,14.42,0.00022,6.04e-9,0.00027,9.00e-8,0.00026,1.01e-7,0.1728,0.1521,0.1989,0.2014,0.2512,0.1993,28.80,27.82,27.43
13.50,-0.000023,0.00021,-0.00032,-0.00027,-0.00039,-0.00027,0.8805,0.1728,1.013,0.1989,0.7936,-0.2512,13.50,18.35,17.50,44.93,47.30,51.51,46.17,18.50,14.42,0.00021,4.92e-9,0.00027,8.56e-8,0.00027,1.05e-7,0.1728,0.1521,0.1989,0.2014,0.2512,0.1993,28.80,27.82,27.43
13.60,-0.000019,0.00020,-0.00031,-0.00027,-0.00039,-0.00027,0.8806,0.1728,1.013,0.1989,0.7936,-0.2512,13.60,18.35,17.50,44.93,47.30,51.51,46.17,18.50,14.42,0.00020,3.73e-9,0.00027,8.28e-8,0.00027,1.05e-7,0.1728,0.1522,0.1989,0.2014,0.2512,0.1993,28.80,27.82,27.43
13.70,-0.000026,0.00022,-0.00030,-0.00028,-0.00039,-0.00027,0.8807,0.1728,1.013,0.1989,0.7936,-0.2512,13.70,18.35,17.49,44.93,47.30,51.51,46.16,18.50,14.42,0.00022,5.68e-9,0.00028,8.46e-8,0.00027,1.03e-7,0.1728,0.1522,0.1989,0.2014,0.2512,0.1993,28.80,27.82,27.43
13.80,-0.000029,0.00022,-0.00031,-0.00027,-0.00038,-0.00026,0.8808,0.1728,1.013,0.1989,0.7936,-0.2512,13.80,18.35,17.49,44.92,47.29,51.51,46.16,18.50,14.42,0.00022,6.40e-9,0.00027,8.52e-8,0.00026,9.96e-8,0.1728,0.1522,0.1989,0.2014,0.2512,0.1994,28.80,27.82,27.43
13.90,-0.000026,0.00021,-0.00032,-0.00027,-0.00038,-0.00024,0.8809,0.1729,1.013,0.1989,0.7936,-0.2512,13.90,18.35,17.49,44.92,47.29,51.51,46.16,18.50,14.41,0.00021,5.50e-9,0.00027,8.63e-8,0.00024,9.27e-8,0.1729,0.1523,0.1989,0.2014,0.2512,0.1994,28.80,27.82,27.43
14.00,-0.000022,0.00022,-0.00032,-0.00027,-0.00039,-0.00026,0.8810,0.1729,1.013,0.1989,0.7936,-0.2512,14.00,18.35,17.49,44.92,47.29,51.51,46.16,18.50,14.41,0.00022,4.77e-9,0.00027,8.80e-8,0.00026,9.85e-8,0.1729,0.1523,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.10,-0.000017,0.00021,-0.00032,-0.00029,-0.00039,-0.00026,0.8811,0.1729,1.013,0.1989,0.7936,-0.2512,14.10,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00021,3.66e-9,0.00029,9.13e-8,0.00026,1.02e-7,0.1729,0.1523,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.20,-0.000022,0.00021,-0.00030,-0.00027,-0.00040,-0.00027,0.8812,0.1729,1.013,0.1989,0.7936,-0.2512,14.20,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00021,4.49e-9,0.00027,8.28e-8,0.00027,1.08e-7,0.1729,0.1524,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.30,-0.000019,0.00022,-0.00031,-0.00027,-0.00040,-0.00028,0.8813,0.1729,1.013,0.1989,0.7936,-0.2512,14.30,18.34,17.49,44.92,47.30,51.51,46.16,18.49,14.41,0.00022,4.10e-9,0.00027,8.26e-8,0.00028,1.11e-7,0.1729,0.1524,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.40,-0.000019,0.00022,-0.00034,-0.00027,-0.00040,-0.00027,0.8814,0.1729,1.013,0.1989,0.7937,-0.2512,14.40,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00022,4.10e-9,0.00027,9.15e-8,0.00027,1.07e-7,0.1729,0.1524,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.50,-0.000016,0.00022,-0.00035,-0.00026,-0.00041,-0.00026,0.8815,0.1730,1.013,0.1989,0.7937,-0.2512,14.50,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00022,3.47e-9,0.00026,9.20e-8,0.00026,1.06e-7,0.1730,0.1525,0.1989,0.2015,0.2512,0.1994,28.80,27.82,27.43
14.60,-0.000014,0.00022,-0.00035,-0.00026,-0.00042,-0.00026,0.8816,0.1730,1.013,0.1989,0.7937,-0.2512,14.60,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00022,3.20e-9,0.00026,9.20e-8,0.00026,1.06e-7,0.1730,0.1525,0.1989,0.2015,0.2512,0.1994,28.81,27.82,27.43
14.70,-0.000020,0.00022,-0.00035,-0.00025,-0.00041,-0.00025,0.8817,0.1730,1.013,0.1990,0.7937,-0.2513,14.70,18.34,17.49,44.92,47.29,51.51,46.16,18.49,14.41,0.00022,4.42e-9,0.00025,8.77e-8,0.00025,1.03e-7,0.1730,0.1525,0.1990,0.2015,0.2513,0.1994,28.81,27.82,27.43
