Time, T_A[degC], T_B[degC], T_C[degC], T_D[degC]
896.887,22.5,44.38,21.56,47.81
898.93,22.5,44.38,21.56,47.75
901.021,22.5,44.38,21.56,47.75
903.098,22.5,44.38,21.62,47.69
905.189,22.5,44.38,21.62,47.69
907.277,22.5,44.31,21.62,47.69
909.363,22.5,44.31,21.62,47.69
911.451,22.5,44.31,21.69,47.69
913.531,22.5,44.31,21.69,47.69
915.603,22.5,44.25,21.69,47.63
917.687,22.5,44.31,21.75,47.69
919.773,22.5,44.25,21.75,47.63
921.857,22.5,44.25,21.75,47.63
923.902,22.5,44.25,21.75,47.63
925.985,22.5,44.25,21.81,47.56
928.066,22.5,44.25,21.81,47.56
930.156,22.5,44.25,21.81,47.56
932.244,22.5,44.25,21.81,47.56
934.333,22.5,44.25,21.87,47.56
936.417,22.5,44.25,21.87,47.56
938.454,22.5,44.19,21.87,47.56
940.544,22.5,44.19,21.94,47.56
942.621,22.5,44.19,21.94,47.5
944.703,22.5,44.19,21.94,47.5
946.791,23.0,44.19,21.94,47.5
948.879,22.5,44.19,21.94,47.5
950.962,22.5,44.19,22.0,47.56
953.052,23.0,44.19,21.94,47.56
955.14,23.0,44.19,22.0,47.56
957.221,23.0,44.25,22.0,47.63
959.261,23.0,44.25,22.0,47.63
961.345,23.0,44.31,22.0,47.63
963.425,23.0,44.31,22.0,47.63
965.517,23.0,44.31,22.0,47.69
967.604,23.0,44.38,22.0,47.69
969.69,23.0,44.38,22.06,47.69
971.778,23.0,44.38,22.06,47.69
973.819,23.0,44.38,22.06,47.69
975.904,23.0,44.38,22.06,47.69
977.997,23.0,44.38,22.06,47.63
980.083,23.0,44.38,22.12,47.69
982.164,23.0,44.38,22.12,47.69
984.253,23.0,44.38,22.12,47.69
986.339,23.0,44.38,22.19,47.63
988.382,23.0,44.38,22.19,47.63
990.498,23.0,44.38,22.19,47.56
992.58,23.0,44.31,22.25,47.56
994.627,23.0,44.31,22.25,47.5
996.705,23.0,44.31,22.25,47.5
998.786,23.0,44.31,22.25,47.5
1000.878,23.0,44.25,22.31,47.5
1002.968,23.0,44.25,22.31,47.44
1005.058,23.0,44.25,22.31,47.44
1007.131,23.0,44.25,22.37,47.44
1009.216,23.0,44.25,22.37,47.44
1011.262,23.0,44.25,22.37,47.44
1013.352,23.0,44.19,22.44,47.44
1015.441,23.0,44.25,22.37,47.44
1017.523,23.0,44.25,22.44,47.44
1019.606,23.0,44.25,22.44,47.44
1021.69,23.0,44.25,22.44,47.44
1023.763,23.0,44.25,22.44,47.44
1025.843,23.5,44.25,22.5,47.38
1027.932,23.0,44.25,22.5,47.44
